timestamp,src_ip,dst_ip,protocol,src_port,dst_port,length,label
1743513449.684896,192.168.1.101,10.10.10.10,TCP,47588,4444,71,normal
1743513449.685096,192.168.1.106,185.100.87.55,TCP,26016,4444,71,normal
1743513449.685297,192.168.1.100,172.16.0.66,TCP,38882,4444,71,normal
1743513449.685492,192.168.1.104,172.16.0.66,TCP,33577,4444,71,normal
1743513449.685688,192.168.1.108,172.16.0.66,TCP,22987,4444,71,normal
1743513449.685884,192.168.1.106,185.100.87.55,TCP,16457,4444,71,normal
1743513449.686079,192.168.1.108,10.10.10.10,TCP,14561,4444,71,normal
1743513449.686281,192.168.1.101,10.10.10.10,TCP,12031,4444,71,normal
1743513449.686491,192.168.1.100,185.100.87.55,TCP,42314,4444,71,normal
1743513449.686699,192.168.1.105,172.16.0.66,TCP,31001,4444,71,normal
1743513449.686894,192.168.1.109,172.16.0.66,TCP,4486,4444,71,normal
1743513449.687093,192.168.1.108,172.16.0.66,TCP,22644,4444,71,normal
1743513449.687289,192.168.1.107,172.16.0.66,TCP,57449,4444,71,normal
1743513449.687486,192.168.1.107,172.16.0.66,TCP,19636,4444,71,normal
1743513449.687682,192.168.1.106,172.16.0.66,TCP,53657,4444,71,normal
1743513449.687876,192.168.1.100,172.16.0.66,TCP,60061,4444,71,normal
1743513449.688079,192.168.1.100,172.16.0.66,TCP,44662,4444,71,normal
1743513449.688277,192.168.1.109,185.100.87.55,TCP,64747,4444,71,normal
1743513449.688475,192.168.1.107,10.10.10.10,TCP,63126,4444,71,normal
1743513449.688674,192.168.1.105,172.16.0.66,TCP,9703,4444,71,normal
1743513449.688872,192.168.1.108,10.10.10.10,TCP,2496,4444,71,normal
1743513449.689266,192.168.1.101,10.10.10.10,TCP,53060,4444,71,normal
1743513449.689465,192.168.1.102,172.16.0.66,TCP,61173,4444,71,normal
1743513449.689659,192.168.1.109,185.100.87.55,TCP,61535,4444,71,normal
1743513449.689855,192.168.1.105,172.16.0.66,TCP,34971,4444,71,normal
1743513449.690049,192.168.1.107,172.16.0.66,TCP,6391,4444,71,normal
1743513449.690245,192.168.1.109,10.10.10.10,TCP,13406,4444,71,normal
1743513449.69044,192.168.1.107,172.16.0.66,TCP,18379,4444,71,normal
1743513449.690639,192.168.1.100,185.100.87.55,TCP,6800,4444,71,normal
1743513449.690839,192.168.1.106,172.16.0.66,TCP,13735,4444,71,normal
1743513449.691036,192.168.1.107,10.10.10.10,TCP,3682,4444,71,normal
1743513449.691236,192.168.1.105,172.16.0.66,TCP,15369,4444,71,normal
1743513449.691433,192.168.1.104,172.16.0.66,TCP,38817,4444,71,normal
1743513449.691629,192.168.1.106,185.100.87.55,TCP,39029,4444,71,normal
1743513449.691824,192.168.1.101,10.10.10.10,TCP,20502,4444,71,normal
1743513449.692019,192.168.1.107,10.10.10.10,TCP,29731,4444,71,normal
1743513449.692218,192.168.1.103,10.10.10.10,TCP,63881,4444,71,normal
1743513449.69242,192.168.1.109,185.100.87.55,TCP,63663,4444,71,normal
1743513449.692614,192.168.1.108,185.100.87.55,TCP,36517,4444,71,normal
1743513449.69281,192.168.1.106,192.168.1.5,TCP,1824,20,40,normal
1743513449.692923,192.168.1.106,192.168.1.5,TCP,2498,21,40,normal
1743513449.693029,192.168.1.106,192.168.1.5,TCP,4215,22,40,normal
1743513449.693136,192.168.1.106,192.168.1.5,TCP,1552,23,40,normal
1743513449.69324,192.168.1.106,192.168.1.5,TCP,3400,24,40,normal
1743513449.693343,192.168.1.106,192.168.1.5,TCP,2085,25,40,normal
1743513449.693448,192.168.1.106,192.168.1.5,TCP,1250,26,40,normal
1743513449.693552,192.168.1.106,192.168.1.5,TCP,1139,27,40,normal
1743513449.693658,192.168.1.106,192.168.1.5,TCP,3189,28,40,normal
1743513449.693766,192.168.1.106,192.168.1.5,TCP,2298,29,40,normal
1743513449.693871,192.168.1.106,192.168.1.5,TCP,2204,30,40,normal
1743513449.693974,192.168.1.106,192.168.1.5,TCP,3002,31,40,normal
1743513449.694078,192.168.1.106,192.168.1.5,TCP,2642,32,40,normal
1743513449.694185,192.168.1.106,192.168.1.5,TCP,3626,33,40,normal
1743513449.69429,192.168.1.106,192.168.1.5,TCP,1838,34,40,normal
1743513449.694393,192.168.1.106,192.168.1.5,TCP,3663,35,40,normal
1743513449.694496,192.168.1.106,192.168.1.5,TCP,1945,36,40,normal
1743513449.694599,192.168.1.106,192.168.1.5,TCP,2460,37,40,normal
1743513449.694703,192.168.1.106,192.168.1.5,TCP,2295,38,40,normal
1743513449.694806,192.168.1.106,192.168.1.5,TCP,3779,39,40,normal
1743513449.694913,192.168.1.106,192.168.1.5,TCP,3213,40,40,normal
1743513449.695015,192.168.1.106,192.168.1.5,TCP,4823,41,40,normal
1743513449.695121,192.168.1.106,192.168.1.5,TCP,4370,42,40,normal
1743513449.695223,192.168.1.106,192.168.1.5,TCP,3804,43,40,normal
1743513449.695325,192.168.1.106,192.168.1.5,TCP,4253,44,40,normal
1743513449.695431,192.168.1.106,192.168.1.5,TCP,1409,45,40,normal
1743513449.695536,192.168.1.106,192.168.1.5,TCP,1821,46,40,normal
1743513449.69564,192.168.1.106,192.168.1.5,TCP,2655,47,40,normal
1743513449.695743,192.168.1.106,192.168.1.5,TCP,1746,48,40,normal
1743513449.695845,192.168.1.106,192.168.1.5,TCP,1502,49,40,normal
1743513449.695951,192.168.1.106,192.168.1.5,TCP,3825,50,40,normal
1743513449.696057,192.168.1.106,192.168.1.5,TCP,4127,51,40,normal
1743513449.696163,192.168.1.106,192.168.1.5,TCP,4436,52,40,normal
1743513449.696265,192.168.1.106,192.168.1.5,TCP,2796,53,40,normal
1743513449.696367,192.168.1.106,192.168.1.5,TCP,1803,54,40,normal
1743513449.696473,192.168.1.106,192.168.1.5,TCP,4501,55,40,normal
1743513449.696577,192.168.1.106,192.168.1.5,TCP,2222,56,40,normal
1743513449.696681,192.168.1.106,192.168.1.5,TCP,1763,57,40,normal
1743513449.696783,192.168.1.106,192.168.1.5,TCP,4702,58,40,normal
1743513449.696885,192.168.1.106,192.168.1.5,TCP,3391,59,40,normal
1743513449.696991,192.168.1.106,192.168.1.5,TCP,4351,60,40,normal
1743513449.697096,192.168.1.106,192.168.1.5,TCP,1624,61,40,normal
1743513449.697198,192.168.1.106,192.168.1.5,TCP,3558,62,40,normal
1743513449.6973,192.168.1.106,192.168.1.5,TCP,4671,63,40,normal
1743513449.697405,192.168.1.106,192.168.1.5,TCP,2217,64,40,normal
1743513449.697507,192.168.1.106,192.168.1.5,TCP,4863,65,40,normal
1743513449.697611,192.168.1.106,192.168.1.5,TCP,1503,66,40,normal
1743513449.697716,192.168.1.106,192.168.1.5,TCP,1999,67,40,normal
1743513449.697819,192.168.1.106,192.168.1.5,TCP,1643,68,40,normal
1743513449.697923,192.168.1.106,192.168.1.5,TCP,3208,69,40,normal
1743513449.698026,192.168.1.106,192.168.1.5,TCP,2610,70,40,normal
1743513449.698138,192.168.1.106,192.168.1.5,TCP,2999,71,40,normal
1743513449.698242,192.168.1.106,192.168.1.5,TCP,4867,72,40,normal
1743513449.698344,192.168.1.106,192.168.1.5,TCP,1652,73,40,normal
1743513449.698446,192.168.1.106,192.168.1.5,TCP,3487,74,40,normal
1743513449.698548,192.168.1.106,192.168.1.5,TCP,1118,75,40,normal
1743513449.698653,192.168.1.106,192.168.1.5,TCP,3591,76,40,normal
1743513449.698762,192.168.1.106,192.168.1.5,TCP,3286,77,40,normal
1743513449.698867,192.168.1.106,192.168.1.5,TCP,4398,78,40,normal
1743513449.698969,192.168.1.106,192.168.1.5,TCP,2848,79,40,normal
1743513449.699073,192.168.1.106,192.168.1.5,TCP,3384,80,40,normal
1743513449.699182,192.168.1.106,192.168.1.5,TCP,2006,81,40,normal
1743513449.699288,192.168.1.106,192.168.1.5,TCP,1811,82,40,normal
1743513449.69939,192.168.1.106,192.168.1.5,TCP,2552,83,40,normal
1743513449.699493,192.168.1.106,192.168.1.5,TCP,4805,84,40,normal
1743513449.699596,192.168.1.106,192.168.1.5,TCP,1580,85,40,normal
1743513449.6997,192.168.1.106,192.168.1.5,TCP,2793,86,40,normal
1743513449.699804,192.168.1.106,192.168.1.5,TCP,2747,87,40,normal
1743513449.699913,192.168.1.106,192.168.1.5,TCP,4025,88,40,normal
1743513449.700015,192.168.1.106,192.168.1.5,TCP,2292,89,40,normal
1743513449.700119,192.168.1.106,192.168.1.5,TCP,3797,90,40,normal
1743513449.700226,192.168.1.106,192.168.1.5,TCP,3833,91,40,normal
1743513449.700334,192.168.1.106,192.168.1.5,TCP,2912,92,40,normal
1743513449.700438,192.168.1.106,192.168.1.5,TCP,3223,93,40,normal
1743513449.700541,192.168.1.106,192.168.1.5,TCP,2245,94,40,normal
1743513449.700644,192.168.1.106,192.168.1.5,TCP,4748,95,40,normal
1743513449.700748,192.168.1.106,192.168.1.5,TCP,3600,96,40,normal
1743513449.700851,192.168.1.106,192.168.1.5,TCP,3301,97,40,normal
1743513449.700955,192.168.1.106,192.168.1.5,TCP,4700,98,40,normal
1743513449.701059,192.168.1.106,192.168.1.5,TCP,4226,99,40,normal
1743513449.701169,192.168.1.100,185.100.87.55,UDP,61627,42980,395,anomal
1743513449.701356,192.168.1.105,172.16.0.66,UDP,56464,1496,248,normal
1743513449.701538,192.168.1.109,10.10.10.10,UDP,43053,51370,571,anomal
1743513449.701719,192.168.1.100,185.100.87.55,UDP,11712,49026,672,anomal
1743513449.701915,192.168.1.107,172.16.0.66,UDP,21332,28782,463,anomal
1743513449.702095,192.168.1.100,172.16.0.66,UDP,6485,32518,716,anomal
1743513449.702275,192.168.1.106,172.16.0.66,UDP,42436,7879,476,anomal
1743513449.702656,192.168.1.106,10.10.10.10,UDP,48082,55178,406,anomal
1743513449.702838,192.168.1.103,172.16.0.66,UDP,63542,11779,595,anomal
1743513449.703018,192.168.1.100,172.16.0.66,UDP,54652,24727,495,anomal
1743513449.703199,192.168.1.106,172.16.0.66,UDP,58932,24338,499,anomal
1743513449.703374,192.168.1.108,10.10.10.10,UDP,47544,18608,519,anomal
1743513449.70355,192.168.1.101,10.10.10.10,UDP,19094,38215,408,anomal
1743513449.703729,192.168.1.106,10.10.10.10,UDP,59364,56157,759,anomal
1743513449.70391,192.168.1.107,185.100.87.55,UDP,54508,64292,471,anomal
1743513449.704088,192.168.1.108,185.100.87.55,UDP,21689,19870,700,anomal
1743513449.704274,192.168.1.107,185.100.87.55,UDP,7781,28561,527,anomal
1743513449.704452,192.168.1.104,172.16.0.66,UDP,11284,59622,587,anomal
1743513449.704631,192.168.1.108,10.10.10.10,UDP,18545,45016,497,anomal
1743513449.704809,192.168.1.100,10.10.10.10,UDP,20122,63510,356,anomal
1743513449.70499,192.168.1.108,185.100.87.55,UDP,6765,9808,367,anomal
1743513449.705172,192.168.1.109,10.10.10.10,UDP,60743,14373,683,anomal
1743513449.70535,192.168.1.107,185.100.87.55,UDP,4019,9216,471,anomal
1743513449.70553,192.168.1.109,185.100.87.55,UDP,26275,63858,785,anomal
1743513449.705707,192.168.1.109,172.16.0.66,UDP,13937,48249,712,anomal
1743513449.705889,192.168.1.107,172.16.0.66,UDP,44857,5731,561,anomal
1743513449.706068,192.168.1.103,172.16.0.66,UDP,37832,63012,371,anomal
1743513449.706253,192.168.1.107,172.16.0.66,UDP,15619,51634,625,anomal
1743513449.706432,192.168.1.109,185.100.87.55,UDP,38492,60690,790,anomal
1743513449.706607,192.168.1.105,172.16.0.66,UDP,38497,24451,554,anomal
1743513449.706788,192.168.1.107,185.100.87.55,UDP,4047,36615,609,anomal
1743513449.706969,192.168.1.105,185.100.87.55,UDP,8238,62613,790,anomal
1743513449.707146,192.168.1.103,10.10.10.10,UDP,39195,37958,273,normal
1743513449.707325,192.168.1.102,10.10.10.10,UDP,51366,18997,743,anomal
1743513449.707504,192.168.1.101,172.16.0.66,UDP,48929,51349,288,normal
1743513449.707682,192.168.1.104,10.10.10.10,UDP,11815,10424,564,anomal
1743513449.707862,192.168.1.105,185.100.87.55,UDP,46691,25257,387,anomal
1743513449.708044,192.168.1.108,185.100.87.55,UDP,35409,51240,311,anomal
1743513449.708225,192.168.1.109,10.10.10.10,UDP,33259,28298,771,anomal
1743513449.708407,192.168.1.100,10.10.10.10,UDP,17130,33960,344,normal
1743513449.708586,192.168.1.106,10.10.10.10,UDP,33382,63244,351,anomal
1743513449.70877,192.168.1.106,10.10.10.10,UDP,48226,29212,324,anomal
1743513449.708952,192.168.1.102,10.10.10.10,UDP,11792,52250,280,anomal
1743513449.709133,192.168.1.100,172.16.0.66,UDP,5978,55933,677,anomal
1743513449.709312,192.168.1.102,172.16.0.66,UDP,13613,13164,270,anomal
1743513449.709493,192.168.1.104,172.16.0.66,UDP,27954,1360,805,anomal
1743513449.709673,192.168.1.105,185.100.87.55,UDP,16468,34360,707,anomal
1743513449.709857,192.168.1.103,10.10.10.10,UDP,33512,17111,329,normal
1743513449.710039,192.168.1.101,172.16.0.66,UDP,47950,4922,319,anomal
1743513449.710223,192.168.1.102,10.10.10.10,UDP,1325,34186,609,anomal
1743513449.710399,192.168.1.105,185.100.87.55,UDP,55420,8856,614,anomal
1743513449.710575,192.168.1.102,185.100.87.55,UDP,3117,18694,423,anomal
1743513449.710756,192.168.1.103,185.100.87.55,UDP,41058,23022,315,normal
1743513449.710941,192.168.1.107,10.10.10.10,UDP,50310,65522,386,anomal
1743513449.711118,192.168.1.101,10.10.10.10,UDP,65030,41450,336,anomal
1743513449.7113,192.168.1.102,10.10.10.10,UDP,6097,46239,406,anomal
1743513449.71148,192.168.1.103,185.100.87.55,UDP,40682,6956,826,anomal
1743513449.711659,192.168.1.108,172.16.0.66,UDP,24850,34927,245,normal
1743513449.711852,192.168.1.106,185.100.87.55,UDP,40317,16957,753,anomal
1743513449.712037,192.168.1.107,185.100.87.55,UDP,27567,35496,547,anomal
1743513449.712214,192.168.1.104,10.10.10.10,UDP,50969,44212,551,anomal
1743513449.712391,192.168.1.109,172.16.0.66,UDP,65293,2254,446,anomal
1743513449.712573,192.168.1.105,172.16.0.66,UDP,33230,5451,290,anomal
1743513449.712757,192.168.1.107,172.16.0.66,UDP,33883,42030,776,anomal
1743513449.71294,192.168.1.104,185.100.87.55,UDP,13275,32784,575,anomal
1743513449.713119,192.168.1.101,185.100.87.55,UDP,58427,10628,783,anomal
1743513449.713304,192.168.1.105,185.100.87.55,UDP,27471,19164,708,anomal
1743513449.713484,192.168.1.100,10.10.10.10,UDP,29463,58176,230,normal
1743513449.713662,192.168.1.108,10.10.10.10,UDP,29475,22095,622,anomal
1743513449.713848,192.168.1.107,10.10.10.10,UDP,12735,58796,303,anomal
1743513449.71414,192.168.1.102,172.16.0.66,UDP,40845,47843,343,anomal
1743513449.714328,192.168.1.105,185.100.87.55,UDP,6800,45229,390,anomal
1743513449.714508,192.168.1.102,185.100.87.55,UDP,18053,6708,277,anomal
1743513449.714688,192.168.1.103,172.16.0.66,UDP,60824,61436,651,anomal
1743513449.715022,192.168.1.108,172.16.0.66,UDP,51942,30301,391,anomal
1743513449.715203,192.168.1.107,185.100.87.55,UDP,65167,50647,446,anomal
1743513449.71538,192.168.1.107,172.16.0.66,UDP,39258,4468,505,anomal
1743513449.715555,192.168.1.102,10.10.10.10,UDP,10119,19711,313,anomal
1743513449.715733,192.168.1.104,172.16.0.66,UDP,44635,33420,269,normal
1743513449.715909,192.168.1.109,10.10.10.10,UDP,61878,25363,678,anomal
1743513449.716088,192.168.1.102,185.100.87.55,UDP,38471,42337,268,anomal
1743513449.716271,192.168.1.108,172.16.0.66,UDP,29873,7875,487,anomal
1743513449.716446,192.168.1.106,185.100.87.55,UDP,52278,8377,339,anomal
1743513449.71662,192.168.1.109,10.10.10.10,UDP,4851,55769,574,anomal
1743513449.716796,192.168.1.103,10.10.10.10,UDP,21111,52304,640,anomal
1743513449.717007,192.168.1.101,185.100.87.55,UDP,13748,57390,550,anomal
1743513449.717188,192.168.1.104,185.100.87.55,UDP,56568,19072,667,anomal
1743513449.717364,192.168.1.108,10.10.10.10,UDP,55246,54484,684,anomal
1743513449.717538,192.168.1.105,185.100.87.55,UDP,1738,29039,314,anomal
1743513449.717715,192.168.1.107,185.100.87.55,UDP,55621,14820,631,anomal
1743513449.717891,192.168.1.103,172.16.0.66,UDP,45248,34123,492,anomal
1743513449.718069,192.168.1.100,185.100.87.55,UDP,17840,12267,604,anomal
1743513449.718245,192.168.1.109,185.100.87.55,UDP,11950,54241,531,anomal
1743513449.718426,192.168.1.100,10.10.10.10,UDP,40499,62400,649,anomal
1743513449.718607,192.168.1.108,185.100.87.55,UDP,10425,21513,260,normal
1743513449.718783,192.168.1.100,172.16.0.66,UDP,35489,13016,614,anomal
1743513449.718962,192.168.1.106,185.100.87.55,UDP,53121,54969,464,anomal
1743513449.719142,192.168.1.104,185.100.87.55,UDP,52533,44072,314,normal
1743513449.719328,192.168.1.107,172.16.0.66,UDP,7532,13151,615,anomal
1743513449.719506,192.168.1.104,10.10.10.10,UDP,16745,56478,308,normal
1743513449.719682,192.168.1.109,10.10.10.10,UDP,34874,24688,448,anomal
1743513449.719858,192.168.1.108,185.100.87.55,UDP,11739,58985,610,anomal
1743513449.720038,192.168.1.104,185.100.87.55,UDP,62962,13463,272,normal
1743513449.72022,192.168.1.102,172.16.0.66,UDP,34227,51558,335,anomal
1743513449.720397,192.168.1.101,172.16.0.66,UDP,23471,6775,467,anomal
1743513449.720577,192.168.1.103,10.10.10.10,UDP,56889,61249,507,anomal
1743513449.720752,192.168.1.108,172.16.0.66,UDP,13573,50936,567,anomal
1743513449.720932,192.168.1.105,172.16.0.66,UDP,30005,33354,533,anomal
1743513449.721111,192.168.1.104,172.16.0.66,UDP,42922,12462,263,normal
1743513449.72129,192.168.1.101,185.100.87.55,UDP,58325,24122,443,anomal
1743513449.721471,192.168.1.100,185.100.87.55,UDP,31551,20832,791,anomal
1743513449.721648,192.168.1.109,172.16.0.66,UDP,12336,32577,813,anomal
1743513449.721827,192.168.1.104,185.100.87.55,UDP,64663,4626,507,anomal
1743513449.722013,192.168.1.109,185.100.87.55,UDP,27806,46698,436,anomal
1743513449.722195,192.168.1.106,10.10.10.10,UDP,39582,57851,785,anomal
1743513449.722375,192.168.1.104,185.100.87.55,UDP,60675,57826,709,anomal
1743513449.722555,192.168.1.100,185.100.87.55,UDP,8940,11612,687,anomal
1743513449.722737,192.168.1.101,172.16.0.66,UDP,2636,24911,684,anomal
1743513449.722917,192.168.1.105,172.16.0.66,UDP,52894,36485,593,anomal
1743513449.723099,192.168.1.107,10.10.10.10,UDP,59293,39059,328,anomal
1743513449.723281,192.168.1.109,185.100.87.55,UDP,38139,52566,300,normal
1743513449.723461,192.168.1.101,185.100.87.55,UDP,52414,42238,738,anomal
1743513449.723636,192.168.1.105,185.100.87.55,UDP,38668,30765,439,anomal
1743513449.723816,192.168.1.107,185.100.87.55,UDP,55173,48330,636,anomal
1743513449.723999,192.168.1.105,10.10.10.10,UDP,17054,21621,320,anomal
1743513449.72418,192.168.1.103,10.10.10.10,UDP,35402,40623,316,normal
1743513449.724366,192.168.1.100,185.100.87.55,UDP,57639,31131,487,anomal
1743513449.724542,192.168.1.103,185.100.87.55,UDP,3227,39632,489,anomal
1743513449.724717,192.168.1.101,10.10.10.10,UDP,14065,5406,617,anomal
1743513449.724899,192.168.1.101,172.16.0.66,UDP,2459,36395,367,anomal
1743513449.725079,192.168.1.104,172.16.0.66,UDP,57493,22057,634,anomal
1743513449.72526,192.168.1.106,172.16.0.66,UDP,35857,16835,782,anomal
1743513449.725438,192.168.1.106,10.10.10.10,UDP,22467,31337,392,anomal
1743513449.725617,192.168.1.109,172.16.0.66,UDP,30141,10626,263,normal
1743513449.725794,192.168.1.104,10.10.10.10,UDP,7163,52424,375,anomal
1743513449.725976,192.168.1.104,185.100.87.55,UDP,63141,34093,631,anomal
1743513449.726155,192.168.1.100,10.10.10.10,UDP,12914,27655,265,normal
1743513449.726336,192.168.1.100,10.10.10.10,UDP,12008,29728,650,anomal
1743513449.726516,192.168.1.103,10.10.10.10,UDP,55534,65297,793,anomal
1743513449.726699,192.168.1.108,185.100.87.55,UDP,40257,29492,368,anomal
1743513449.726878,192.168.1.104,172.16.0.66,UDP,12943,14628,458,anomal
1743513449.728734,192.168.1.101,10.10.10.10,UDP,44999,13655,616,anomal
1743513449.728972,192.168.1.106,10.10.10.10,UDP,29508,21705,786,anomal
1743513449.729199,192.168.1.103,10.10.10.10,UDP,11430,22544,628,anomal
1743513449.729385,192.168.1.103,185.100.87.55,UDP,37721,26908,609,anomal
1743513449.729561,192.168.1.108,185.100.87.55,UDP,60130,50502,257,normal
1743513449.729741,192.168.1.100,172.16.0.66,UDP,3216,11175,666,anomal
1743513449.729932,192.168.1.107,185.100.87.55,UDP,30773,12222,584,anomal
1743513449.730111,192.168.1.109,10.10.10.10,UDP,3438,53365,624,anomal
1743513449.730292,192.168.1.108,185.100.87.55,UDP,59932,50285,480,anomal
1743513449.730472,192.168.1.100,185.220.101.1,TCP,3204,9001,57,normal
1743513449.730675,192.168.1.107,185.220.101.1,TCP,5373,9001,57,normal
1743513449.73087,192.168.1.107,185.220.101.1,TCP,5010,9001,57,normal
1743513449.731063,192.168.1.101,185.220.101.1,TCP,5585,9001,57,normal
1743513449.731255,192.168.1.103,185.220.101.1,TCP,2435,9001,57,normal
1743513449.731448,192.168.1.100,185.220.101.1,TCP,5177,9001,57,normal
1743513449.73164,192.168.1.102,185.220.101.1,TCP,4813,9001,57,normal
1743513449.731859,192.168.1.108,185.220.101.1,TCP,2671,9001,57,normal
1743513449.732064,192.168.1.106,185.220.101.1,TCP,3231,9001,57,normal
1743513449.732262,192.168.1.107,185.220.101.1,TCP,5779,9001,57,normal
1743513449.732455,192.168.1.108,185.220.101.1,TCP,4850,9001,57,normal
1743513449.732647,192.168.1.105,185.220.101.1,TCP,3959,9001,57,normal
1743513449.732839,192.168.1.101,185.220.101.1,TCP,3625,9001,57,normal
1743513449.733032,192.168.1.103,185.220.101.1,TCP,3232,9001,57,normal
1743513449.733228,192.168.1.103,185.220.101.1,TCP,5465,9001,57,normal
1743513449.733423,192.168.1.104,185.220.101.1,TCP,4363,9001,57,normal
1743513449.733615,192.168.1.105,185.220.101.1,TCP,3814,9001,57,normal
1743513449.73381,192.168.1.107,185.220.101.1,TCP,2620,9001,57,normal
1743513449.734005,192.168.1.107,185.220.101.1,TCP,4497,9001,57,normal
1743513449.734196,192.168.1.104,185.220.101.1,TCP,5833,9001,57,normal
1743513449.73439,192.168.1.107,185.220.101.1,TCP,3121,9001,57,normal
1743513449.734587,192.168.1.108,185.220.101.1,TCP,5540,9001,57,normal
1743513449.734777,192.168.1.101,185.220.101.1,TCP,5950,9001,57,normal
1743513449.734973,192.168.1.109,185.220.101.1,TCP,5866,9001,57,normal
1743513449.735169,192.168.1.102,185.220.101.1,TCP,4449,9001,57,normal
1743513449.735365,192.168.1.100,185.220.101.1,TCP,2917,9001,57,normal
1743513449.735558,192.168.1.109,185.220.101.1,TCP,2428,9001,57,normal
1743513449.73575,192.168.1.106,185.220.101.1,TCP,5363,9001,57,normal
1743513449.735948,192.168.1.108,185.220.101.1,TCP,4434,9001,57,normal
1743513449.736142,192.168.1.101,185.220.101.1,TCP,2560,9001,57,normal
1743513449.73634,192.168.1.108,185.220.101.1,TCP,4473,9001,57,normal
1743513449.736532,192.168.1.101,185.220.101.1,TCP,3362,9001,57,normal
1743513449.736724,192.168.1.100,185.220.101.1,TCP,4234,9001,57,normal
1743513449.736918,192.168.1.107,185.220.101.1,TCP,2771,9001,57,normal
1743513449.737111,192.168.1.105,185.220.101.1,TCP,3262,9001,57,normal
1743513449.737307,192.168.1.104,185.220.101.1,TCP,3198,9001,57,normal
1743513449.737497,192.168.1.103,185.220.101.1,TCP,3185,9001,57,normal
1743513449.737692,192.168.1.101,185.220.101.1,TCP,5714,9001,57,normal
1743513449.737888,192.168.1.102,185.220.101.1,TCP,4406,9001,57,normal
1743513449.738078,192.168.1.103,185.220.101.1,TCP,3433,9001,57,normal
1743513449.738279,192.168.1.107,185.220.101.1,TCP,5335,9001,57,normal
1743513449.738471,192.168.1.105,185.220.101.1,TCP,4987,9001,57,normal
1743513449.738666,192.168.1.103,185.220.101.1,TCP,4865,9001,57,normal
1743513449.738873,192.168.1.105,185.220.101.1,TCP,2364,9001,57,normal
1743513449.739065,192.168.1.107,185.220.101.1,TCP,2418,9001,57,normal
1743513449.739262,192.168.1.109,185.220.101.1,TCP,5049,9001,57,normal
1743513449.739455,192.168.1.100,185.220.101.1,TCP,5217,9001,57,normal
1743513449.739647,192.168.1.108,185.220.101.1,TCP,3878,9001,57,normal
1743513449.739844,192.168.1.107,185.220.101.1,TCP,2800,9001,57,normal
1743513449.740039,192.168.1.107,185.220.101.1,TCP,5533,9001,57,normal
